app,sched,plat_size,wildmetric,step_time
leanmd,Distributed,128,30,96.163034
leanmd,Distributed,128,30,143.005133
leanmd,Distributed,128,30,114.356995
leanmd,Distributed,128,30,136.226892
leanmd,Distributed,128,30,165.344954
leanmd,Distributed,128,30,147.845030
leanmd,Distributed,128,30,125.880957
leanmd,Distributed,128,30,149.454117
leanmd,Distributed,128,30,127.635002
leanmd,Distributed,128,30,155.452967
leanmd,Distributed,128,30,112.461805
leanmd,Distributed,128,30,136.804104
leanmd,Distributed,128,30,206.049204
leanmd,Distributed,128,30,121.685982
leanmd,Distributed,128,30,127.110958
leanmd,Distributed,128,30,120.296001
leanmd,Distributed,128,30,134.849787
leanmd,Distributed,128,30,157.933950
leanmd,Distributed,128,30,158.957005
leanmd,Distributed,128,30,142.005920
leanmd,Distributed,128,30,125.679016
leanmd,Distributed,128,30,155.110836
leanmd,Distributed,128,30,124.521017
leanmd,Distributed,128,30,133.846045
leanmd,Distributed,128,30,125.421047
leanmd,Distributed,128,30,149.379015
leanmd,Distributed,128,30,175.199032
leanmd,Distributed,128,30,118.931055
leanmd,Distributed,128,30,134.330034
leanmd,Distributed,128,30,126.012087
leanmd,Distributed,128,30,139.894009
leanmd,Distributed,128,30,136.247873
leanmd,Distributed,128,30,118.755102
leanmd,Distributed,128,30,164.125204
leanmd,Distributed,128,30,103.467941
leanmd,Distributed,128,30,161.355019
leanmd,Distributed,128,30,115.975142
leanmd,Distributed,128,30,187.447071
leanmd,Distributed,128,30,121.382952
leanmd,Distributed,128,30,147.322893
leanmd,Distributed,128,30,140.044212
leanmd,Distributed,128,30,136.148930
leanmd,Distributed,128,30,127.276897
leanmd,Distributed,128,30,158.062935
leanmd,Distributed,128,30,118.299007
leanmd,Distributed,128,30,138.293028
leanmd,Distributed,128,30,157.184124
leanmd,Distributed,128,30,120.146990
leanmd,Distributed,128,30,173.228025
leanmd,Distributed,128,30,139.259815
leanmd,Distributed,128,30,115.799904
leanmd,Distributed,128,30,106.127024
leanmd,Distributed,128,30,128.438950
leanmd,Distributed,128,30,163.520813
leanmd,Distributed,128,30,141.535044
leanmd,Distributed,128,30,133.040905
leanmd,Distributed,128,30,141.600847
leanmd,Distributed,128,30,194.943905
leanmd,Distributed,128,30,226.110935
leanmd,Distributed,128,30,65.452814
leanmd,Distributed,128,30,113.676071
leanmd,Distributed,128,30,153.844118
leanmd,Distributed,128,30,138.684988
leanmd,Distributed,128,30,145.375013
leanmd,Distributed,128,30,133.664131
leanmd,Distributed,128,30,106.947899
leanmd,Distributed,128,30,154.453039
leanmd,Distributed,128,30,161.386967
leanmd,Distributed,128,30,122.627974
leanmd,Distributed,128,30,140.094042
leanmd,Distributed,128,30,128.315210
leanmd,Distributed,128,30,129.455090
leanmd,Distributed,128,30,143.071890
leanmd,Distributed,128,30,148.182869
leanmd,Distributed,128,30,112.971067
leanmd,Distributed,128,30,122.973204
leanmd,Distributed,128,30,151.095867
leanmd,Distributed,128,30,160.749912
leanmd,Distributed,128,30,145.816088
leanmd,Distributed,128,30,117.360830
leanmd,Distributed,128,30,152.667999
leanmd,Distributed,128,30,146.026850
leanmd,Distributed,128,30,123.889923
leanmd,Distributed,128,30,161.998034
leanmd,Distributed,128,30,124.773026
leanmd,Distributed,128,30,160.846949
leanmd,Distributed,128,30,133.908033
leanmd,Distributed,128,30,160.628080
leanmd,Distributed,128,30,116.670847
leanmd,Distributed,128,30,157.251120
leanmd,Distributed,128,30,145.658016
leanmd,Distributed,128,30,147.228003
leanmd,Distributed,128,30,189.562082
leanmd,Distributed,128,30,87.741852
leanmd,Distributed,128,30,162.562847
leanmd,Distributed,128,30,122.976065
leanmd,Distributed,128,30,114.389896
leanmd,Distributed,128,30,179.913998
leanmd,Distributed,128,30,103.887081
leanmd,Distributed,128,30,68.392992
leanmd,Distributed,128,30,193.046093
leanmd,Distributed,128,30,142.169952
leanmd,Distributed,128,30,149.626017
leanmd,Distributed,128,30,140.427113
leanmd,Distributed,128,30,101.037979
leanmd,Distributed,128,30,148.350954
leanmd,Distributed,128,30,137.207031
leanmd,Distributed,128,30,132.508039
leanmd,Distributed,128,30,168.502092
leanmd,Distributed,128,30,128.743172
leanmd,Distributed,128,30,146.009922
leanmd,Distributed,128,30,163.515091
leanmd,Distributed,128,30,125.190020
leanmd,Distributed,128,30,174.894810
leanmd,Distributed,128,30,127.379894
leanmd,Distributed,128,30,133.306026
leanmd,Distributed,128,30,133.893013
leanmd,Distributed,128,30,178.488016
leanmd,Distributed,128,30,392.529011
leanmd,Distributed,128,30,172.253132
leanmd,Distributed,128,30,171.247005
leanmd,Distributed,128,30,104.575872
leanmd,Distributed,128,30,103.965044
leanmd,Distributed,128,30,103.818178
leanmd,Distributed,128,30,109.287024
leanmd,Distributed,128,30,112.828970
leanmd,Distributed,128,30,109.633923
leanmd,Distributed,128,30,98.175049
leanmd,Distributed,128,30,170.699120
leanmd,Distributed,128,30,112.962961
leanmd,Distributed,128,30,221.153975
leanmd,Distributed,128,30,63.226938
leanmd,Distributed,128,30,92.335939
leanmd,Distributed,128,30,74.476004
leanmd,Distributed,128,30,150.726080
leanmd,Distributed,128,30,71.454048
leanmd,Distributed,128,30,147.789955
leanmd,Distributed,128,30,161.890030
leanmd,Distributed,128,30,96.858978
leanmd,Distributed,128,30,87.461948
leanmd,Distributed,128,30,147.613049
leanmd,Distributed,128,30,152.137041
leanmd,Distributed,128,30,97.472906
leanmd,Distributed,128,30,86.520195
leanmd,Distributed,128,30,179.013968
leanmd,Distributed,128,30,118.926048
leanmd,Distributed,128,30,95.212936
leanmd,Distributed,128,30,79.926968
leanmd,Distributed,128,30,144.589901
leanmd,Distributed,128,30,86.436033
leanmd,Distributed,128,30,131.137848
leanmd,Distributed,128,30,77.021122
leanmd,Distributed,128,30,171.030045
leanmd,Distributed,128,30,106.940985
leanmd,Distributed,128,30,108.834028
leanmd,Distributed,128,30,123.327017
leanmd,Distributed,128,30,87.041140
leanmd,Distributed,128,30,185.927868
leanmd,Distributed,128,30,135.406971
leanmd,Distributed,128,30,144.340038
leanmd,Distributed,128,30,124.850035
leanmd,Distributed,128,30,114.275932
leanmd,Distributed,128,30,143.771887
leanmd,Distributed,128,30,114.515066
leanmd,Distributed,128,30,156.976223
leanmd,Distributed,128,30,87.425947
leanmd,Distributed,128,30,121.403933
leanmd,Distributed,128,30,94.688892
leanmd,Distributed,128,30,147.616148
leanmd,Distributed,128,30,122.484207
leanmd,Distributed,128,30,182.532787
leanmd,Distributed,128,30,118.820906
leanmd,Distributed,128,30,182.986021
leanmd,Distributed,128,30,123.911142
leanmd,Distributed,128,30,115.912914
leanmd,Distributed,128,30,129.887104
leanmd,Distributed,128,30,149.051905
leanmd,Distributed,128,30,226.060867
leanmd,Distributed,128,30,126.200199
leanmd,Distributed,128,30,136.947870
leanmd,Distributed,128,30,121.690989
leanmd,Distributed,128,30,168.633938
leanmd,Distributed,128,30,157.454967
leanmd,Distributed,128,30,131.031990
leanmd,Distributed,128,30,101.490021
leanmd,Distributed,128,30,148.199081
leanmd,Distributed,128,30,167.710066
leanmd,Distributed,128,30,140.324116
leanmd,Distributed,128,30,152.842999
leanmd,Distributed,128,30,156.045914
leanmd,Distributed,128,30,118.452072
leanmd,Distributed,128,30,124.212980
leanmd,Distributed,128,30,153.073788
leanmd,Distributed,128,30,169.647932
leanmd,Distributed,128,30,112.966061
leanmd,Distributed,128,30,151.295900
leanmd,Distributed,128,30,130.699873
leanmd,Distributed,128,30,183.243990
leanmd,Distributed,128,30,123.326063
leanmd,Distributed,128,30,162.842989
leanmd,Distributed,128,30,171.987057
leanmd,Distributed,128,30,88.519096
leanmd,Distributed,128,30,128.438950
leanmd,Distributed,128,30,111.118078
leanmd,Distributed,128,30,157.739162
leanmd,Distributed,128,30,110.962868
leanmd,Distributed,128,30,151.211023
leanmd,Distributed,128,30,92.293024
leanmd,Distributed,128,30,147.506952
leanmd,Distributed,128,30,176.060915
leanmd,Distributed,128,30,131.654978
leanmd,Distributed,128,30,128.191948
leanmd,Distributed,128,30,212.435007
leanmd,Distributed,128,30,68.477869
leanmd,Distributed,128,30,106.907129
leanmd,Distributed,128,30,156.027794
leanmd,Distributed,128,30,137.421131
leanmd,Distributed,128,30,162.735939
leanmd,Distributed,128,30,140.202045
leanmd,Distributed,128,30,136.933088
leanmd,Distributed,128,30,121.377945
leanmd,Distributed,128,30,122.010946
leanmd,Distributed,128,30,150.060892
leanmd,Distributed,128,30,138.582945
leanmd,Distributed,128,30,155.822992
leanmd,Distributed,128,30,147.752047
leanmd,Distributed,128,30,117.779970
leanmd,Distributed,128,30,143.240213
leanmd,Distributed,128,30,138.015985
leanmd,Distributed,128,30,158.381939
leanmd,Distributed,128,30,108.338118
leanmd,Distributed,128,30,181.627035
leanmd,Distributed,128,30,130.776882
leanmd,Distributed,128,30,129.651070
leanmd,Distributed,128,30,113.535881
leanmd,Distributed,128,30,158.415079
leanmd,Distributed,128,30,132.812023
leanmd,Distributed,128,30,187.571049
leanmd,Distributed,128,30,114.714146
leanmd,Distributed,128,30,135.531902
leanmd,Distributed,128,30,144.232035
leanmd,Distributed,128,30,145.177126
leanmd,Distributed,128,30,121.901035
leanmd,Distributed,128,30,143.164158
leanmd,Distributed,128,30,126.097918
leanmd,Distributed,128,30,159.257889
leanmd,Distributed,128,30,166.560173
leanmd,Distributed,128,30,116.727114
leanmd,Distributed,128,30,167.751074
leanmd,Distributed,128,30,126.029968
leanmd,Distributed,128,30,146.070004
leanmd,Distributed,128,30,148.859024
leanmd,Distributed,128,30,121.407986
leanmd,Distributed,128,30,134.146929
leanmd,Distributed,128,30,133.215189
leanmd,Distributed,128,30,165.173054
leanmd,Distributed,128,30,127.243042
leanmd,Distributed,128,30,190.141201
leanmd,Distributed,128,30,128.216028
leanmd,Distributed,128,30,167.337179
leanmd,Distributed,128,30,113.873005
leanmd,Distributed,128,30,161.849976
leanmd,Distributed,128,30,113.769054
leanmd,Distributed,128,30,143.965006
leanmd,Distributed,128,30,154.721975
leanmd,Distributed,128,30,130.950928
leanmd,Distributed,128,30,156.121016
leanmd,Distributed,128,30,112.806082
leanmd,Distributed,128,30,143.074036
leanmd,Distributed,128,30,132.090092
leanmd,Distributed,128,30,147.247076
leanmd,Distributed,128,30,167.988062
leanmd,Distributed,128,30,124.828100
leanmd,Distributed,128,30,109.586000
leanmd,Distributed,128,30,138.924122
leanmd,Distributed,128,30,158.989906
leanmd,Distributed,128,30,137.228966
leanmd,Distributed,128,30,128.637075
leanmd,Distributed,128,30,139.175177
leanmd,Distributed,128,30,126.576900
leanmd,Distributed,128,30,128.546953
leanmd,Distributed,128,30,161.036968
leanmd,Distributed,128,30,125.216007
leanmd,Distributed,128,30,149.126053
leanmd,Distributed,128,30,132.539988
leanmd,Distributed,128,30,166.160107
leanmd,Distributed,128,30,162.418842
leanmd,Distributed,128,30,114.401102
leanmd,Distributed,128,30,124.645948
leanmd,Distributed,128,30,189.640045
leanmd,Distributed,128,30,103.193998
leanmd,Distributed,128,30,184.150934
leanmd,Distributed,128,30,166.038990
leanmd,Distributed,128,30,134.421110
leanmd,Distributed,128,30,162.967205
leanmd,Distributed,128,30,89.519978
leanmd,Distributed,128,30,173.048019
leanmd,Distributed,128,30,130.092144
leanmd,Distributed,128,30,133.631945
leanmd,Distributed,128,30,132.842064
leanmd,Distributed,128,30,127.475023
leanmd,Distributed,128,30,144.355059
leanmd,Distributed,128,30,217.854977
leanmd,Distributed,128,30,63.862085
leanmd,Distributed,128,30,194.204807
leanmd,Distributed,128,30,125.569820
leanmd,Distributed,128,30,116.664886
leanmd,Distributed,128,30,96.873999
leanmd,Distributed,128,30,163.455963
leanmd,Distributed,128,30,143.540144
leanmd,Distributed,128,30,129.384995
leanmd,Distributed,128,30,156.330824
leanmd,Distributed,128,30,117.025137
leanmd,Distributed,128,30,145.770073
leanmd,Distributed,128,30,133.410931
leanmd,Distributed,128,30,148.146152
leanmd,Distributed,128,30,182.439089
leanmd,Distributed,128,30,132.715940
leanmd,Distributed,128,30,117.655039
leanmd,Distributed,128,30,123.600960
leanmd,Distributed,128,30,176.976919
leanmd,Distributed,128,30,103.240967
leanmd,Distributed,128,30,113.818884
leanmd,Distributed,128,30,128.650188
leanmd,Distributed,128,30,165.027857
leanmd,Distributed,128,30,115.444899
leanmd,Distributed,128,30,167.913914
leanmd,Distributed,128,30,89.690924
leanmd,Distributed,128,30,141.550064
leanmd,Distributed,128,30,156.815052
leanmd,Distributed,128,30,147.358179
leanmd,Distributed,128,30,130.877018
leanmd,Distributed,128,30,137.779951
leanmd,Distributed,128,30,150.085926
leanmd,Distributed,128,30,95.189095
leanmd,Distributed,128,30,136.892080
leanmd,Distributed,128,30,156.486988
leanmd,Distributed,128,30,175.215960
leanmd,Distributed,128,30,140.117884
leanmd,Distributed,128,30,137.658119
leanmd,Distributed,128,30,132.602930
leanmd,Distributed,128,30,150.522947
leanmd,Distributed,128,30,128.114939
leanmd,Distributed,128,30,179.906845
leanmd,Distributed,128,30,107.136965
leanmd,Distributed,128,30,152.610064
leanmd,Distributed,128,30,116.536856
leanmd,Distributed,128,30,160.249949
leanmd,Distributed,128,30,127.383947
leanmd,Distributed,128,30,167.649031
